"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","SSC-H_Gain","SSC-A_Gain","V1-A_Gain","V2-A_Gain","V3-A_Gain","V4-A_Gain","V5-A_Gain","V6-A_Gain","V7-A_Gain","V8-A_Gain","V9-A_Gain","V10-A_Gain","V11-A_Gain","V12-A_Gain","V13-A_Gain","V14-A_Gain","V15-A_Gain","V16-A_Gain","FSC-H_Gain","FSC-A_Gain","SSC-B-H_Gain","SSC-B-A_Gain","B1-A_Gain","B2-A_Gain","B3-A_Gain","B4-A_Gain","B5-A_Gain","B6-A_Gain","B7-A_Gain","B8-A_Gain","B9-A_Gain","B10-A_Gain","B11-A_Gain","B12-A_Gain","B13-A_Gain","B14-A_Gain","R1-A_Gain","R2-A_Gain","R3-A_Gain","R4-A_Gain","R5-A_Gain","R6-A_Gain","R7-A_Gain","R8-A_Gain","Violet_LaserDelay","Blue_LaserDelay","Red_LaserDelay","Violet_AreaScalingFactor","Blue_AreaScalingFactor","Red_AreaScalingFactor","SSC-H","SSC-A","V1-A","V2-A","V3-A","V4-A","V5-A","V6-A","V7-A","V8-A","V9-A","V10-A","V11-A","V12-A","V13-A","V14-A","V15-A","V16-A","FSC-H","FSC-A","SSC-B-H","SSC-B-A","B1-A","B2-A","B3-A","B4-A","B5-A","B6-A","B7-A","B8-A","B9-A","B10-A","B11-A","B12-A","B13-A","B14-A","R1-A","R2-A","R3-A","R4-A","R5-A","R6-A","R7-A","R8-A"
"06_Before QC",2019-12-06 08:44:04.09,"2019-12-06","8H 44M 4.09S","Before","Aurora","16888","Flow Core",262,262,1351,2236,1691,1031,1179,1070,1420,1205,1060,944,786,549,542,2499,832,659,172,172,1499,1499,9192,2802,2354,1342,1410,1184,1998,1605,1939,2030,775,1046,1407,788,591,395,547,522,316,299,747,329,-25.3,0,26.4,0.91,1.02,1.23,2030927,2007330.1875,201811.0234375,444445.625,534621,552354.0625,519485.65625,378083.046875,399408.734375,242605.8671875,171976,153560.40625,69272.87890625,36525.181640625,23875.9287109375,19032.1689453125,12150.2778320312,4856.01318359375,1836235.5,1825913.25,1973989.5,1973901.6875,59597.3984375,61802.9921875,171918.2890625,213334.046875,213969.1171875,182449.46875,105820.5,80813.59375,67117.671875,32450.59375,20203.0576171875,16263.708984375,10973.7885742188,10906.8725585938,192810.25,371036.265625,284406.515625,176913.1328125,145154.359375,107931.5859375,83167.61328125,37868.7734375
"03_After QC",2019-12-03 08:54:57.96,"2019-12-03","8H 54M 57.96S","After","Aurora","16888","Flow Core",262,262,1351,2206,1665,1031,1175,1061,1383,1192,1058,915,765,541,528,2440,803,623,174,174,1517,1517,9170,2816,2391,1361,1426,1205,2012,1559,1914,2086,779,1049,1412,797,599,392,552,523,315,299,747,329,-25.375,0,26.325,0.91,1.02,1.23,2016044,2029273.25,196972.2109375,455296.421875,541389.46875,539390.28125,523907.515625,372047.890625,393702.890625,234880.1328125,169303.0546875,151046.6015625,67233.26953125,36310.634765625,23744.3671875,18444.8583984375,11993.3129882812,4805.35717773438,1944272.5,1964892.875,2015077,2027258.125,63424.626953125,63515.908203125,172093.5390625,226894.359375,224690.03125,190252.2265625,107149.87109375,79793.55078125,65837.40625,35465.982421875,20838.7412109375,16459.9462890625,11332.6918945312,11328.0849609375,194690.859375,364111.640625,290520.703125,176169.8671875,144291.71875,107569.421875,83174.42578125,37801.849609375
"03_Before QC",2019-12-03 08:49:58.95,"2019-12-03","8H 49M 58.95S","Before","Aurora","16888","Flow Core",260,260,1349,2223,1637,1039,1144,1053,1392,1215,1060,911,765,548,530,2473,819,648,175,175,1521,1521,9017,2889,2361,1368,1417,1169,2045,1581,1961,2039,784,1063,1412,800,600,394,548,524,317,301,747,330,-25.375,0,26.375,0.91,1.02,1.22,1993034.5,1999096.8125,196374.953125,453725.09375,519646.71875,537114.03125,508693.734375,369980.015625,391121.8125,239887.6484375,169281.359375,151157.484375,66899.40625,36139.322265625,23631.3193359375,18655.9345703125,11982.609375,4800.97119140625,1948757,1966976.625,1999726.5,2009263.3125,62109.10546875,62981.3203125,172035.9375,226054.21875,224246.984375,185137.90625,112019.7734375,79514.546875,68773.796875,33425.240234375,20758.833984375,16693.1416015625,11278.712890625,11396.1010742188,190634.4453125,359024.125,281729.125,176011.0078125,143326.2265625,107142.63671875,81992.296875,37610.2578125
"27_After QC",2019-11-27 11:20:41.01,"2019-11-27","11H 20M 41.01S","After","Aurora","16888","Flow Core",263,263,1366,2207,1685,1064,1155,1059,1383,1218,1092,905,784,558,534,2709,848,657,180,180,1519,1519,9204,2899,2447,1413,1429,1198,2124,1600,1930,2066,804,1082,1436,820,585,397,542,536,321,306,760,335,-25.525,0,26.375,0.91,1.02,1.21,1980316.5,1980286.875,192023.5859375,441325.65625,542712.9375,544693.375,516030.90625,365880.046875,391248.25,237447.1875,168008.4140625,149716.8828125,67287.484375,35600.69140625,23556.080078125,18688.4150390625,11885.3837890625,4752.6162109375,1972398.5,1997672.1875,1948354.5,1959902.625,61548.478515625,62351.46875,172718.4765625,223836.765625,221606.0390625,183615.3671875,113540.81640625,81007.609375,68076.44140625,32988.353515625,20565.3212890625,16336.421875,10960.9731445312,11053.25390625,189266.1875,360365.921875,276599.03125,178182.03125,143056.1953125,106706.48828125,81240.71875,37378.75390625
"27_After QC",2019-11-27 11:16:00.87,"2019-11-27","11H 16M 0.87S","After","Aurora","16888","Flow Core",260,260,1353,2219,1677,1051,1154,1044,1380,1204,1060,896,778,550,533,2485,826,654,176,176,1509,1509,9144,2800,2375,1371,1420,1210,2089,1612,1934,2112,793,1061,1427,805,590,396,556,540,321,305,765,335,-25.375,0,26.325,0.91,1.02,1.22,1835578,1837212.625,187339.734375,433160.890625,527605.84375,521738.5625,502642.546875,350856.5625,380706.78125,230432.8203125,160150.421875,146499.6796875,65427.896484375,34136.712890625,22255.3603515625,14971.0751953125,10514.0883789062,4031.232421875,1812431,1832795.625,1836094.5,1845433.125,56254.61328125,59307.17578125,160375.4296875,211624.4140625,214544.84375,177762.734375,103347.46875,77689.34765625,65529.720703125,32363.3623046875,19220.853515625,14829.6943359375,9436.09716796875,10091.4296875,183175.9296875,343796.203125,272597.6875,170557.984375,136300.5546875,101365.39453125,76837.36328125,35292.21875
"26_After QC",2019-11-26 08:46:54.82,"2019-11-26","8H 46M 54.82S","After","Aurora","16888","Flow Core",260,260,1353,2219,1677,1051,1154,1044,1380,1204,1060,896,778,550,533,2485,826,654,176,176,1509,1509,9144,2800,2375,1371,1420,1210,2089,1612,1934,2112,793,1061,1427,805,590,396,556,540,321,305,765,335,-25.375,0,26.325,0.91,1.02,1.22,1990066.5,1996651.625,196043.1484375,454202.109375,543204.875,545254.65625,513264.265625,363145.703125,396007.21875,240412.421875,167776.640625,150912.78125,67615.51171875,36313.466796875,23714.0859375,18443.380859375,12015.0732421875,4793.04663085938,1962785.5,1978313.0625,2027225,2033478.875,62931.857421875,63311.951171875,170578.1328125,226704.2265625,222815.6015625,188513.3671875,111128.2421875,81831.15625,68631.52734375,35142.26953125,20868.55859375,16541.681640625,11257.5893554688,11366.1840820312,190458.4140625,360159.5625,285229.59375,178305.2890625,143456.421875,107132.54296875,82667.02734375,37565.37890625
"26_Before QC",2019-11-26 08:43:19.2,"2019-11-26","8H 43M 19.2S","Before","Aurora","16888","Flow Core",260,260,1350,2222,1702,1050,1165,1050,1395,1212,1059,897,775,548,534,2481,825,652,177,177,1491,1491,8881,2792,2326,1350,1385,1182,2037,1581,1906,2092,777,1038,1397,790,591,390,548,530,316,300,752,329,-25.4,0,26.425,0.91,1.02,1.23,1991035.5,1982900.625,196743.2109375,454134.921875,540796.96875,545421.125,512070.46875,369311.609375,395304.515625,240003.234375,167740.2265625,151081.9453125,66322.71875,35716.033203125,23696.9375,18460.896484375,11929.142578125,4782.92114257812,1961109,1975134.125,1929650.5,1929527,61242.009765625,63324.134765625,162769.75,219378.015625,216243.6328125,188367.9453125,110888.21484375,78668.6875,65326.419921875,34997.087890625,20339.4619140625,16075.0649414062,11104.9755859375,11063.908203125,190858.1875,357653.234375,281837.84375,175716.671875,142340.015625,106012.70703125,81982.75,37473.82421875
"25_After QC",2019-11-25 09:23:47.74,"2019-11-25","9H 23M 47.74S","After","Aurora","16888","Flow Core",260,260,1350,2222,1702,1050,1165,1050,1395,1212,1059,897,775,548,534,2481,825,652,177,177,1491,1491,8881,2792,2326,1350,1385,1182,2037,1581,1906,2092,777,1038,1397,790,591,390,548,530,316,300,752,329,-25.4,0,26.425,0.91,1.02,1.23,1986657,1994680.375,198114.2734375,454248.53125,536206.65625,548854.25,511244.71875,370715.109375,393096.6875,239750.015625,168363.546875,151192.6953125,66775.82421875,36014.51953125,23718.162109375,18561.064453125,11969.9067382812,4789.04077148438,2014085,2031272.375,1950778.5,1956280.75,62743.927734375,63979.99609375,166662.453125,223532.8984375,221482.78125,192790.4765625,113716.8984375,80480.68359375,66428.23828125,35414.478515625,20842.8857421875,16485.705078125,11323.271484375,11327.6245117188,191537.8203125,362085.8125,285157.375,178490.6171875,143826.421875,107273.5390625,83143.07421875,37868.7890625
"25_Before QC",2019-11-25 09:20:09.33,"2019-11-25","9H 20M 9.33S","Before","Aurora","16888","Flow Core",264,264,1386,2256,1707,1079,1177,1069,1412,1225,1077,911,795,564,543,2563,844,664,173,173,1468,1468,8663,2741,2342,1331,1363,1182,2041,1567,1900,2067,768,1030,1391,779,617,397,563,546,322,304,763,334,-25.375,0,26.375,0.9,1.01,1.23,2028244.5,2016601.75,201844.671875,469579.328125,531628.15625,556985.1875,518888.921875,367420.171875,400849.3125,237669.9609375,167290.3203125,150328.1875,69043.3125,36949.884765625,23932.22265625,19166.4267578125,12155.9091796875,4879.93115234375,1962155,1966109.75,1965505,1953209.5625,60831.375,60552.802734375,173144.234375,222097.359375,220964.7109375,192140.9140625,113504.6640625,79912.671875,66023.71875,33595.96875,20593.3681640625,16267.1225585938,11234.2626953125,11122.7485351562,199789.5703125,366233.765625,294661,185179.7109375,146350.390625,108941.1171875,84296.4921875,38031.404296875
"22_After QC",2019-11-22 11:18:07.9,"2019-11-22","11H 18M 7.9S","After","Aurora","16888","Flow Core",264,264,1386,2256,1707,1079,1177,1069,1412,1225,1077,911,795,564,543,2563,844,664,173,173,1468,1468,8663,2741,2342,1331,1363,1182,2041,1567,1900,2067,768,1030,1391,779,617,397,563,546,322,304,763,334,-25.375,0,26.375,0.9,1.01,1.23,1998957,1997878.9375,196534.6875,462729.328125,532172.375,542384.96875,514477.625,362017.140625,396498.171875,235845.328125,164704.1328125,148477.015625,67688.4765625,36015.328125,23615.197265625,18700.384765625,11950.0004882812,4820.99267578125,2007820.5,2023444.625,1992178,1985384.6875,62522.560546875,61292.796875,171314.8671875,224828.625,223688.140625,192747.25,112842.1171875,80410.9921875,66318.046875,33920.111328125,20823.5849609375,16384.8916015625,11317.8334960938,11250.3559570312,194194.3984375,359998.046875,288754.71875,180997.7109375,144262.7890625,107486.515625,83269.1171875,37725.220703125
"22_Before QC",2019-11-22 11:08:37.79,"2019-11-22","11H 8M 37.79S","Before","Aurora","16888","Flow Core",258,258,1325,2190,1682,1028,1158,1033,1383,1199,1054,911,780,554,542,2508,838,661,176,176,1506,1506,9063,2768,2324,1358,1409,1207,2086,1609,1913,2118,791,1056,1421,806,595,397,562,538,323,307,774,338,-25.4,0,26.375,0.91,1.02,1.22,1925327,1952163.1875,187608.4921875,448522.125,535495.84375,522952.46875,504548.40625,356350.671875,388531.375,231069.9921875,160823.1015625,147576.046875,65711.56640625,34995.42578125,23241.7685546875,17585.9609375,11601.3598632812,4655.7353515625,2061946.5,2109189.375,2042795.5,2062678.5625,64916.6875,61355.8828125,165084,224733.8828125,228473.5703125,191140.8984375,111864.70703125,82684.93359375,65807.5390625,35320.80078125,21171.0107421875,16536.4169921875,11234.9047851562,11464.8374023438,187344.921875,353651.5625,283854.28125,174355.1953125,141967.8671875,105634.703125,82268.46875,37423.037109375
"21_After QC",2019-11-21 10:04:31.38,"2019-11-21","10H 4M 31.38S","After","Aurora","16888","Flow Core",258,258,1325,2190,1682,1028,1158,1033,1383,1199,1054,911,780,554,542,2508,838,661,176,176,1506,1506,9063,2768,2324,1358,1409,1207,2086,1609,1913,2118,791,1056,1421,806,595,397,562,538,323,307,774,338,-25.4,0,26.375,0.91,1.02,1.22,1981577,1983658.0625,195192.453125,459344.078125,540673.4375,546230.71875,511574.890625,366571.890625,395412.46875,235373.2109375,164762.78125,148833.8671875,67363.51171875,36066.5390625,23667.6640625,18295.66015625,11900.421875,4793.07568359375,1977989.5,2005242,2028972,2034935.5,63023.283203125,61105.572265625,167056.1015625,222212.375,224391.796875,189242.1796875,111094.19140625,82017.125,66149.84375,34953.595703125,20896.0634765625,16462.8564453125,11266.3564453125,11332.9975585938,191647.515625,358169.640625,287486.5,177492.015625,143243.2265625,106463.20703125,82879.83203125,37649.111328125
"21_Before QC",2019-11-21 10:00:05.21,"2019-11-21","10H 0M 5.21S","Before","Aurora","16888","Flow Core",260,260,1364,2226,1670,1052,1147,1052,1380,1204,1075,917,789,565,542,2557,846,668,175,175,1497,1497,8948,2789,2375,1356,1387,1208,2076,1610,1923,2101,790,1058,1422,802,594,399,561,543,324,308,774,338,-25.4,0,26.375,0.91,1.02,1.23,1998524.5,1997799.25,200816.9609375,458459.75,540771.0625,557860.9375,512891.140625,374849.609375,395075.171875,241444.234375,168836.6796875,149057.953125,67576.25390625,36760.828125,23748.0654296875,18698.990234375,12133.9814453125,4824.44702148438,1955713.5,1967582.4375,2025465.5,2030885.3125,62321.291015625,64465.57421875,174231.6484375,222149.640625,217597.5078125,189124.6015625,111405.2734375,82021.3671875,68712.875,34918.611328125,20872.4912109375,16461.7880859375,11223.8559570312,11228.2309570312,195180.7578125,363124.890625,286743.140625,183380.6640625,145643.296875,108303.5390625,83735.31640625,38174.689453125
"20_After QC",2019-11-20 08:53:14.85,"2019-11-20","8H 53M 14.85S","After","Aurora","16888","Flow Core",260,260,1364,2226,1670,1052,1147,1052,1380,1204,1075,917,789,565,542,2557,846,668,175,175,1497,1497,8948,2789,2375,1356,1387,1208,2076,1610,1923,2101,790,1058,1422,802,594,399,561,543,324,308,774,338,-25.4,0,26.375,0.91,1.02,1.23,1993001,1997830.9375,194733.953125,453249.375,545202,545910.03125,518108.171875,368746.796875,396097.9375,240962.6953125,165755.8125,148074.71875,66758.37109375,36033.759765625,23684.8740234375,18374.9990234375,12048.6704101562,4802.66674804688,1968801.5,1984279.3125,2043424,2053191.125,62933.708984375,63962.310546875,170317.015625,222497.0390625,221885.40625,189416.4375,111892.2734375,82116.328125,68865.69921875,35180.728515625,20949.5966796875,16527.13671875,11266.8520507812,11316.5649414062,193770.8359375,359687.296875,285131.09375,180843.2578125,144579.5,107378.4296875,83582.44140625,38001.197265625
"20_Before QC",2019-11-20 08:48:35.48,"2019-11-20","8H 48M 35.48S","Before","Aurora","16888","Flow Core",262,262,1350,2242,1680,1038,1155,1051,1373,1195,1060,895,778,549,531,2485,822,652,178,178,1473,1473,8953,2769,2375,1331,1395,1188,2081,1568,1940,2015,777,1049,1396,791,591,398,554,528,320,303,756,333,-25.4,0,26.35,0.91,1.02,1.23,2015266,2017837.75,196088.5625,454670.5,546177.09375,536111.5,518565.328125,370330.140625,397608.46875,235705.5703125,165963.7890625,148538.484375,66890.59375,34992.771484375,23208.8974609375,18032.693359375,11748.5424804688,4700.44775390625,2008280.5,2025848.1875,1953552,1958826.1875,63050.865234375,60929.353515625,170152.3125,222327.3671875,220831.453125,188752.21875,111555.02734375,78834.0390625,68963.0703125,33411.533203125,20462.0078125,16374.2563476562,11171.6513671875,11133.9716796875,191077.953125,360503.25,285444.46875,175591.765625,142793.9453125,106022.14453125,82051.9140625,37414.9921875
