"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","SSC-H_Gain","SSC-A_Gain","V1-A_Gain","V2-A_Gain","V3-A_Gain","V4-A_Gain","V5-A_Gain","V6-A_Gain","V7-A_Gain","V8-A_Gain","V9-A_Gain","V10-A_Gain","V11-A_Gain","V12-A_Gain","V13-A_Gain","V14-A_Gain","V15-A_Gain","V16-A_Gain","FSC-H_Gain","FSC-A_Gain","SSC-B-H_Gain","SSC-B-A_Gain","B1-A_Gain","B2-A_Gain","B3-A_Gain","B4-A_Gain","B5-A_Gain","B6-A_Gain","B7-A_Gain","B8-A_Gain","B9-A_Gain","B10-A_Gain","B11-A_Gain","B12-A_Gain","B13-A_Gain","B14-A_Gain","R1-A_Gain","R2-A_Gain","R3-A_Gain","R4-A_Gain","R5-A_Gain","R6-A_Gain","R7-A_Gain","R8-A_Gain","Violet_LaserDelay","Blue_LaserDelay","Red_LaserDelay","Violet_AreaScalingFactor","Blue_AreaScalingFactor","Red_AreaScalingFactor","SSC-H","SSC-A","V1-A","V2-A","V3-A","V4-A","V5-A","V6-A","V7-A","V8-A","V9-A","V10-A","V11-A","V12-A","V13-A","V14-A","V15-A","V16-A","FSC-H","FSC-A","SSC-B-H","SSC-B-A","B1-A","B2-A","B3-A","B4-A","B5-A","B6-A","B7-A","B8-A","B9-A","B10-A","B11-A","B12-A","B13-A","B14-A","R1-A","R2-A","R3-A","R4-A","R5-A","R6-A","R7-A","R8-A"
"19_After QC",2019-11-19 09:58:11.29,"2019-11-19","9H 58M 11.29S","After","Aurora","16888","Flow Core",262,262,1350,2242,1680,1038,1155,1051,1373,1195,1060,895,778,549,531,2485,822,652,178,178,1473,1473,8953,2769,2375,1331,1395,1188,2081,1568,1940,2015,777,1049,1396,791,591,398,554,528,320,303,756,333,-25.4,0,26.35,0.91,1.02,1.23,2004113.5,2009232,195232.828125,455096.984375,544494.3125,536118.46875,513225.453125,369493.796875,397139.9375,234477.0703125,167442.7265625,151945.296875,67478.32421875,35887.54296875,23749.052734375,18435.798828125,11961.8852539062,4795.3671875,2022292.5,2038423.4375,1955561.5,1961067.125,62947.796875,61112.32421875,171739.0546875,223152.9765625,222791.9765625,192330.171875,112771.484375,80945.91796875,70209.37890625,34028.47265625,20801.2099609375,16585.833984375,11290.9038085938,11285.2172851562,191561.1875,366375.09375,288184.4375,178146.203125,144997.3828125,108164.640625,83412.859375,38126.759765625
"19_Before QC",2019-11-19 09:53:14.97,"2019-11-19","9H 53M 14.97S","Before","Aurora","16888","Flow Core",262,262,1319,2206,1701,1012,1159,1034,1384,1187,1036,905,763,539,532,2435,806,625,178,178,1473,1473,8923,2764,2303,1335,1409,1186,2055,1556,1941,2025,775,1038,1387,791,594,398,557,531,320,302,755,333,-25.375,0,26.35,0.91,1.02,1.22,2001731,2007536.4375,189582.875,453340.890625,545062.71875,523177.03125,512670.890625,361864.21875,396339.890625,234393.6640625,164492.7109375,152202.28125,66256.0546875,35476.60546875,23923.72265625,18250.4453125,11854.0825195312,4751.9072265625,2013021,2029304.8125,1950801,1958496.3125,62382.44921875,60834.9375,164645.65625,223254,229343.2421875,192103.4765625,112998.4375,80738.64453125,70418.76953125,33981.28515625,20775.556640625,16363.75,11111.7275390625,11298.9423828125,191763.390625,363040.078125,285696.109375,176338.421875,143885.359375,107028.12890625,82104.9375,37694.267578125
"19_After QC",2019-11-18 09:40:19.74,"2019-11-18","9H 40M 19.74S","After","Aurora","16888","Flow Core",262,262,1319,2206,1701,1012,1159,1034,1384,1187,1036,905,763,539,532,2435,806,625,178,178,1473,1473,8923,2764,2303,1335,1409,1186,2055,1556,1941,2025,775,1038,1387,791,594,398,557,531,320,302,755,333,-25.375,0,26.35,0.91,1.02,1.22,1996021.5,2009590.4375,193914.984375,458422.53125,534896.125,534923.46875,509562.5,366267.078125,392489.71875,234882.0546875,166214.265625,149283.3828125,67155.02734375,35764.814453125,23570.9287109375,18307.826171875,11832.5844726562,4721.87426757812,2047399.5,2062201.375,1947472.5,1954080.5,62574.33984375,61372.22265625,170944.28125,223969.453125,226138.1171875,192247.4765625,113802.7890625,81544.640625,70645.74609375,33801.220703125,20899.060546875,16589.8544921875,11232.822265625,11357.5888671875,194004.625,362465.5,284936.890625,176078.4140625,143548.7421875,106613.69140625,81863.98046875,37553.677734375
"18_Before QC",2019-11-18 09:23:46.85,"2019-11-18","9H 23M 46.85S","Before","Aurora","16888","Flow Core",260,260,1296,2170,1704,1004,1148,1036,1384,1199,1065,971,788,548,548,2507,824,635,176,176,1472,1472,9189,2742,2269,1319,1421,1199,2068,1619,1965,2097,782,1045,1415,795,605,400,559,530,320,302,755,333,-25.475,0,26.4,0.91,1.02,1.23,1988578.5,1987054.9375,189834.546875,461919.859375,538078.03125,537509.0625,512065.796875,367796.1875,394247.734375,235951.5,172217.3828125,161390.5,68970.296875,36672.470703125,24524.15625,18854.05859375,12208.912109375,4871.9208984375,1987401.5,2003000.8125,1946776.5,1946332,64872.2421875,61101.26953125,170038.078125,222102.359375,226258.9609375,192226,113528.5078125,84422.3671875,70308.92578125,35312.98046875,20986.0263671875,16701.8505859375,11484.7041015625,11322.0170898438,195587.234375,370476.34375,286225.90625,177002.6953125,144985.6328125,107867.26953125,82986.078125,38089.923828125
"15-After QC",2019-11-15 12:22:18.81,"2019-11-15","12H 22M 18.81S","After","Aurora","16888","Flow Core",260,260,1296,2170,1704,1004,1148,1036,1384,1199,1065,971,788,548,548,2507,824,635,176,176,1472,1472,9189,2742,2269,1319,1421,1199,2068,1619,1965,2097,782,1045,1415,795,605,400,559,530,320,302,755,333,-25.475,0,26.4,0.91,1.02,1.23,1986599,1994045.6875,191960.6640625,454768.671875,534181.6875,543001.09375,511387.734375,370714.21875,392245.859375,237262.5703125,169635.375,151464.15625,66692.765625,35444.443359375,23573.115234375,18801.5,11960.3525390625,4730.14233398438,2014101,2028312.5625,1952834,1951449.0625,62882.275390625,61313.6015625,172576.7265625,224588.3828125,221971.3125,188136.3125,109745.0078125,81081.44921875,67211.6328125,34479.646484375,20827.8974609375,16590.333984375,11354.0048828125,11306.91796875,192826.03125,366734.28125,283454.53125,175509.9375,144157.4453125,107330.078125,82713.63671875,37862.01953125
"15-Before QC",2019-11-15 12:18:40.08,"2019-11-15","12H 18M 40.08S","Before","Aurora","16888","Flow Core",256,256,1290,2172,1681,998,1143,1025,1381,1192,1039,922,775,537,544,2515,827,663,174,174,1484,1484,9013,2814,2286,1336,1414,1171,2094,1588,1905,2051,777,1036,1385,790,601,400,563,535,322,308,748,335,-25.6,0,26.5,0.91,1.02,1.22,1938634,1946140.6875,189750.765625,450441.4375,528734.9375,526528.53125,495287.46875,366849.40625,389288.1875,234739.65625,164290.1328125,143478.1796875,64381.546875,34288.0703125,22904.9580078125,18429.021484375,11641.2587890625,4675.15356445312,1964631.5,1993670.0625,1964223.5,1963446.875,62199.423828125,64830.30078125,172559.8046875,224223.734375,222953.9921875,184787.2578125,110477.359375,81899.82421875,64940.900390625,33155.849609375,20827.857421875,16664.521484375,11123.3237304688,11339.8061523438,186062.71875,359454.578125,283378.5,174992.3046875,142323.8984375,106563.3984375,80545.06640625,37277.275390625
"Tube_001",2019-11-14 11:41:52.58,"2019-11-14","11H 41M 52.58S","Unknown","Aurora","16888","Flow Core",257,257,1284,2100,1637,1011,1134,1013,1344,1174,1098,1016,923,680,656,1058,1022,778,181,181,1507,1507,9032,2802,2439,1392,1562,1344,2338,1881,2285,2446,903,1231,1631,921,964,658,887,839,506,488,1212,526,-25.6,0,26.375,0.92,1.02,1.22,1969282,2008500.4375,194890.03125,443708.1875,533736.625,548486.875,509451.21875,366329.921875,389699.4375,239954.703125,178095.4375,166805.6875,80424.0625,45391.97265625,29266.5234375,8118.61938476562,15426.8051757812,6031.85180664062,2116927,2156426.875,2025434.5,2033720.9375,62350.953125,65087.802734375,190211.1875,233158.1796875,246669.5625,214802.4765625,123476.3515625,98182.42578125,79580.15234375,39070.01171875,24485.58203125,19804.3212890625,13187.2133789062,13281.1982421875,312177.96875,603596.90625,456856.546875,276923.421875,230298.078125,175209.3046875,131380.0078125,60538.50390625
"14_Before QC_New Beads",2019-11-14 11:02:36.57,"2019-11-14","11H 2M 36.57S","Before","Aurora","16888","Flow Core",257,257,1284,2100,1637,1011,1134,1013,1344,1174,1098,1016,923,680,656,1058,1022,778,181,181,1507,1507,9032,2802,2439,1392,1562,1344,2338,1881,2285,2446,903,1231,1631,921,964,658,887,839,506,488,1212,526,-25.6,0,26.375,0.92,1.02,1.22,1965494.5,2011726.9375,192897.8125,440258.421875,529727.25,548854.96875,508859.515625,367347.171875,386851.65625,235698.5078125,167329.1796875,147176.8671875,66436.6484375,36079.73046875,23649.2861328125,6419.72045898438,12135.248046875,4809.08837890625,2098547.5,2137849.25,2014750,2030817.3125,61711.3203125,64470.3203125,177031.0078125,216486.34375,222197.6328125,187662.1015625,106985.2578125,82712.24609375,67596.62890625,33382.8046875,20895.5498046875,16726.0966796875,11197.568359375,11478.6889648438,211528.875,402397.1875,306419.15625,189819.34375,157791.546875,118369.52734375,89991.41015625,41579.787109375
"14_Before QC",2019-11-14 09:24:41.52,"2019-11-14","9H 24M 41.52S","Before","Aurora","16888","Flow Core",257,257,1284,2100,1637,1011,1134,1013,1344,1174,1098,1016,923,680,656,1058,1022,778,181,181,1507,1507,9032,2802,2439,1392,1562,1344,2338,1881,2285,2446,903,1231,1631,921,964,658,887,839,506,488,1212,526,-25.6,0,26.375,0.92,1.02,1.22,2014463.5,2015294.25,192614.71875,440133.203125,528380.1875,550804.21875,511612.421875,371429.390625,386570.71875,235124.953125,167144.8515625,144531.7421875,60272.1875,30150.9072265625,20221.6728515625,5216.21240234375,9843.3701171875,4021.74182128906,1996560,1998917.8125,1991680,1988512.4375,60120.58984375,62033.7734375,165999.3203125,201522.546875,206769.1015625,175125.25,99319.95703125,73992.01171875,61070.41015625,30186.1591796875,18513.943359375,14806.0434570312,10060.4331054688,10134.5717773438,123586.80078125,220032.265625,170991.7109375,109505.21875,89297.28125,65042.876953125,50560.90625,23854.328125
"10-15_After QC",2019-10-15 08:06:17.07,"2019-10-15","8H 6M 17.07S","After","Aurora","16888","Flow Core",261,261,1247,2244,1552,995,1106,1007,1397,1145,1067,934,733,573,538,820,829,635,179,179,1477,1477,8897,2420,2269,1329,1304,1124,2046,1589,1830,1982,759,1036,1396,786,585,393,533,515,316,301,751,332,-25.8,0,26.325,0.92,1.01,1.22,2006762.5,2015158.25,194810.015625,455922.03125,541642.625,538705.34375,516238.71875,373101.3125,393413.859375,243623.65625,169132.421875,151525.53125,67803.15234375,36213.716796875,23905.7646484375,18753.2822265625,12087.7724609375,4829.42236328125,1979499,2013111.125,1985477,1979784.625,62727.82421875,60978.412109375,173182.109375,223024.4375,223873.671875,191245.9375,112909.14453125,82401.12109375,66323.22265625,35674.541015625,20679.7431640625,16462.0888671875,11335.578125,11227.5390625,192862.9140625,366408.953125,287493.203125,177511.8515625,144950.375,108009.9140625,83369.16015625,37997.353515625
"10-15_Before QC",2019-10-15 08:01:43.04,"2019-10-15","8H 1M 43.04S","Before","Aurora","16888","Flow Core",264,264,1298,2108,1636,1003,1166,998,1400,1144,1059,943,730,570,556,804,825,646,177,177,1435,1435,9332,2515,2123,1360,1364,1112,2031,1590,1872,1930,753,1043,1397,786,586,388,547,508,315,300,750,330,-25.75,0,26.425,0.91,1.01,1.22,2027104.5,2013380.625,201198.296875,445470.1875,563507.0625,550710.625,540361.78125,364311.625,392346.84375,241324.1328125,169030.1171875,155568.671875,67793.9375,35806.62890625,24455.2646484375,18128.294921875,11734.4541015625,4711.1005859375,1945658.5,1909894.125,1983053,1978796.75,66408.1171875,64002.904296875,160963.5703125,229835.375,238936.2734375,187141.140625,113812.5390625,83302.5234375,70319.5390625,34318.607421875,20778.734375,16873.908203125,11530.1513671875,11304.9223632812,192401.34375,361566.9375,292674.3125,175224.5234375,144390.328125,107904.4609375,83036.453125,37642.12109375
"10-11_After QC",2019-10-11 08:55:32.54,"2019-10-11","8H 55M 32.54S","After","Aurora","16888","Flow Core",260,260,1251,2085,1598,981,1123,986,1376,1119,1048,922,717,565,538,790,804,615,177,177,1434,1434,9074,2434,2110,1347,1317,1104,1997,1553,1807,1940,747,1034,1382,779,589,388,542,511,314,299,749,330,-25.75,0,26.375,0.91,1.01,1.22,1984612.5,1981175,192471.234375,445830.546875,523491.421875,544207.5625,516094.859375,365901.953125,392524.921875,236772.375,167098.515625,148489.9296875,66914.33203125,35378.490234375,23436.0185546875,18331.9326171875,11848.5346679688,4727.72412109375,1959107.5,1982098.875,2017270.5,2019126.25,62439.373046875,61150.0390625,168766.484375,223567.671875,222530.4921875,190144.7578125,109197.0078125,79742.46875,66554.8515625,34386.185546875,20660.0478515625,16470.5537109375,11172.5356445312,11261.2622070312,191550.2109375,359844.453125,285240.875,173852.8984375,143778.203125,107203.1015625,82684.71875,37657.716796875
"10-11_Before QC",2019-10-11 08:51:02.99,"2019-10-11","8H 51M 2.99S","Before","Aurora","16888","Flow Core",261,261,1273,2101,1625,987,1142,987,1393,1128,1050,934,720,563,544,789,803,613,176,176,1440,1440,9250,2482,2131,1363,1335,1109,2037,1584,1870,1949,750,1039,1392,785,591,390,544,514,315,299,751,330,-25.8,0,26.375,0.91,1.01,1.23,2013289,1998897.5625,193635.2578125,448035.71875,545677.09375,545006.40625,517450.578125,366453.484375,392716.25,237093.265625,167315.140625,149342.3046875,67015.3046875,35596.01953125,23818.26171875,18427.6650390625,11955.5756835938,4774.42431640625,1941282.5,1948397.4375,2013608.5,2010731.6875,64095.064453125,63910.9765625,168813.953125,230235.921875,227978.125,190193.71875,113901.69140625,79868.73046875,69892.5625,34242.8984375,20770.560546875,16613.9306640625,11429.6201171875,11373.5493164062,193179.9375,369045.5,293990.296875,178366.2265625,146107.21875,108495.125,84358.828125,38237.8671875
"10-09_After QC",2019-10-10 08:59:16.88,"2019-10-10","8H 59M 16.88S","After","Aurora","16888","Flow Core",261,261,1273,2101,1625,987,1142,987,1393,1128,1050,934,720,563,544,789,803,613,176,176,1440,1440,9250,2482,2131,1363,1335,1109,2037,1584,1870,1949,750,1039,1392,785,591,390,544,514,315,299,751,330,-25.8,0,26.375,0.91,1.01,1.23,2005339.5,2004650.625,191034.796875,445541.09375,537977.1875,544022.3125,510019.953125,369190.265625,389621.578125,236436.3984375,168011.5234375,147827.0078125,66940.4921875,35764.513671875,23594.486328125,18436.296875,11920.236328125,4750.10913085938,1955319.5,1975838.125,2013531,2014958.6875,62880.1796875,62660.984375,167864.109375,227915.7109375,225669.28125,189523.65625,111848.5859375,78320.75,67570.30859375,34175.119140625,20772.7421875,16625.7412109375,11309.5200195312,11318.404296875,192267.03125,365695.4375,291576.015625,177166.9296875,145234.2265625,108165.1953125,83730.97265625,38083.52734375
"10-09_Before QC",2019-10-10 08:55:58.18,"2019-10-10","8H 55M 58.18S","Before","Aurora","16888","Flow Core",261,261,1295,2088,1626,999,1153,990,1391,1142,1039,931,722,557,549,793,802,616,177,177,1399,1399,8988,2478,2068,1348,1357,1097,1990,1563,1845,1912,742,1024,1378,783,582,384,539,504,313,298,742,328,-25.925,0,26.55,0.91,1.01,1.22,2002939.5,1997583.3125,195553.1015625,445594.890625,536011.375,543329.09375,523200,367034.140625,388340.71875,241623.0703125,167528.2109375,147628.1875,66911.71484375,35059.634765625,23709.0576171875,18529.630859375,11875.3154296875,4765.04833984375,1969435.5,1986421.25,1941408.5,1945540.8125,61253.494140625,63037.9765625,167893.875,221373.078125,226344.421875,190013.015625,107461.69921875,78391.6171875,67694.19921875,34319.412109375,20490.875,16358.3452148438,11191.8002929688,11274.619140625,190871.96875,353921.046875,284369.28125,170096.296875,143050.6171875,106842.84375,82089.28515625,37456.650390625
"10-09 After QC",2019-10-09 10:00:17.38,"2019-10-09","10H 0M 17.38S","After","Aurora","16888","Flow Core",261,261,1295,2088,1626,999,1153,990,1391,1142,1039,931,722,557,549,793,802,616,177,177,1399,1399,8988,2478,2068,1348,1357,1097,1990,1563,1845,1912,742,1024,1378,783,582,384,539,504,313,298,742,328,-25.925,0,26.55,0.91,1.01,1.22,1998194.5,2002285.5,193194.0859375,447852.734375,537543.40625,538025.96875,520126.125,366504.40625,390902.21875,239551.640625,169722.9296875,148049.8671875,66956.3125,35556.28125,23556.3603515625,18535.2109375,11950.828125,4786.43017578125,1998816,2019676.1875,1978754.5,1986211.5625,62534.37890625,62750.171875,172381.96875,223465.0625,221729.875,191718.984375,109681.0390625,79273.3515625,68125.0703125,34915.224609375,20724.333984375,16538.732421875,11286.3901367188,11227.7958984375,192247.390625,356691.4375,285935.734375,172142.578125,143666.0078125,107147.37109375,82759.53515625,37621.333984375
"10-09 Before QC",2019-10-09 09:56:46.72,"2019-10-09","9H 56M 46.72S","Before","Aurora","16888","Flow Core",262,262,1315,2080,1599,1004,1152,1001,1382,1175,1055,952,741,568,567,821,842,660,179,179,1387,1387,9353,2586,2124,1336,1355,1105,1996,1634,1960,1883,753,1037,1417,797,592,397,553,524,321,309,765,340,-25.725,0,26.275,0.92,1.01,1.22,2003075.5,2055528.5625,203221.015625,459387.796875,530513.96875,562575.4375,532208.9375,375430.265625,400914.734375,251222.21875,174058.6640625,156023.3046875,70121.3046875,37559.703125,24900.2099609375,19344.9345703125,12601.3178710938,5001.64990234375,2070000,2133506.5,1990419.5,2007904,66347.84765625,66936.94921875,175056.0078125,228031.65625,225950.9140625,194418.515625,111385.8984375,83208.46875,72433.0234375,35568.9765625,21343.3515625,17090.4453125,11651.4877929688,11566.9838867188,194155.828125,374284.109375,298351.203125,183924.0390625,148707.2265625,112086.7109375,85760.15625,38909.36328125
"10-08_After Blue Adjust-3",2019-10-08 13:06:15.02,"2019-10-08","13H 6M 15.02S","After","Aurora","16888","Flow Core",262,262,1315,2080,1599,1004,1152,1001,1382,1175,1055,952,741,568,567,821,842,660,179,179,1387,1387,9353,2586,2124,1336,1355,1105,1996,1634,1960,1883,753,1037,1417,797,592,397,553,524,321,309,765,340,-25.725,0,26.275,0.92,1.01,1.22,1995580,2008631.0625,197361.90625,452026.5,523881.484375,547508.75,519667.859375,362794.953125,396994.265625,242328.1328125,167173.5859375,150680,66933.58203125,36408.58984375,23918.294921875,18522.0595703125,12076.0053710938,4895.95483398438,1973620,1992149.125,2011464,2018136.0625,63508.89453125,63985.716796875,171621.3125,226366.25,220589.5,189691.9375,109803.87890625,79877.8984375,68213.3671875,34622.533203125,20914.4345703125,16812.806640625,11524.1987304688,11410.4912109375,188335.6328125,360716.09375,285258.125,176590.1640625,143214.6328125,106675.421875,82394.74609375,37611.287109375
"10-08_After Blue Adjust-2",2019-10-08 13:02:35.65,"2019-10-08","13H 2M 35.65S","After","Aurora","16888","Flow Core",262,262,1315,2080,1599,1004,1152,1001,1382,1175,1055,952,741,568,567,821,842,660,179,179,1387,1387,9353,2586,2124,1336,1355,1105,1996,1634,1960,1883,753,1037,1417,797,592,397,553,524,321,309,765,340,-25.725,0,26.275,0.92,1.01,1.22,1991444,2006693.0625,197704.6875,452844.71875,524274.296875,546903,520374.171875,362859.828125,397120.8125,242068.5078125,167302.1953125,150571.09375,66937.0625,36386.873046875,23875.4189453125,18565.2041015625,12006.32421875,4866.2724609375,1971020,1992500.6875,2012796,2022649.125,63985.478515625,64445.958984375,172280.109375,226510.59375,220972.578125,190393.96875,110300.68359375,80108.21875,68502.62109375,34711.4765625,20934.982421875,16720.7197265625,11411.9306640625,11418.9799804688,188702.0390625,361371.859375,285823.875,176696.9921875,143505.3828125,107023.1796875,82454.265625,37701.89453125
"10-08_After Blue Adjust",2019-10-08 13:00:05.75,"2019-10-08","13H 0M 5.75S","After","Aurora","16888","Flow Core",262,262,1315,2080,1599,1004,1152,1001,1382,1175,1055,952,741,568,567,821,842,660,179,179,1387,1387,9353,2586,2124,1336,1355,1105,1996,1634,1960,1883,753,1037,1417,797,592,397,553,524,321,309,765,340,-25.725,0,26.275,0.92,1.01,1.22,1995363,2009685.6875,197824.0390625,452837.65625,524839.1875,547296.875,521213.625,362901.671875,397330.078125,242331.3828125,167392.671875,150661.625,66987.9453125,36485.12109375,23938.5849609375,18554.0419921875,12024.8833007812,4865.79858398438,1972100,1991242.5,2015482,2023696.9375,63572.126953125,64388.17578125,172098.1953125,225660.546875,220911.6875,189975.2890625,109726.37109375,80056.95703125,68624.54296875,34635.609375,20937.681640625,16707.107421875,11372.6064453125,11414.3247070312,188511.734375,361484.578125,285983.84375,176462.9453125,143447.8515625,106841.63671875,82380.84375,37649.568359375
"10_After Service",2019-10-07 12:25:19.32,"2019-10-07","12H 25M 19.32S","After","Aurora","16888","Flow Core",200,200,1466,2518,1782,1218,1299,1164,1534,1351,1231,1031,853,620,577,668,457,332,53,53,372,372,4386,2002,2181,1354,1371,1716,1975,1604,1996,1629,674,944,1300,733,1013,698,883,736,501,393,1167,680,-26.4,0,26.825,0.69,1.01,1.23,1518016.5,1155835.375,151718.2734375,375380.65625,434531.90625,459258.28125,425533,301449.828125,313974.296875,198554.9921875,143000.8671875,125080.25,56565.8984375,30054.568359375,18383.013671875,11486.0180664062,4986.5966796875,1904.39715576172,421204,379534.75,596223.5,597771.78125,30082.2275390625,49862.68359375,178691,225817.265625,223693.15625,295502.375,108570.9921875,79677.1328125,69588,28978.400390625,18818.5146484375,15371.7641601562,10460.4326171875,10514.0361328125,315051.046875,630831.6875,447034.265625,249221.0859375,227499.890625,139205.3203125,127921.93359375,74456.79296875
"10_After QC",2019-10-07 08:36:41.81,"2019-10-07","8H 36M 41.81S","After","Aurora","16888","Flow Core",201,201,1477,2535,1804,1224,1297,1171,1535,1354,1235,1036,854,612,578,672,455,337,52,52,377,377,4454,2026,2194,1368,1399,1732,2001,1589,1990,1615,678,949,1295,733,1001,694,874,731,498,392,1159,677,-26.375,0,26.725,0.69,1.02,1.24,1527939.5,1157324.875,156876.2734375,395468.46875,434843.609375,461203.25,429695,301948.796875,315108.53125,199226.640625,146735.1328125,125186.109375,57090.103515625,30170.40625,18555.16796875,11678.40234375,4977.84716796875,1935.38610839844,415081,375841.5625,595254.5,602190.3125,30848.7900390625,49874.931640625,179565.9921875,232823.6015625,230305.3125,299055.359375,109080.15234375,82277.48828125,70389.5625,29517.802734375,19059.455078125,15390.4360351562,10324.8720703125,10528.8149414062,329325.125,640046.90625,459854.90625,250043.5546875,230864.8125,141862.25,129080.27734375,74974.6171875
"10_Before Auto",2019-10-07 08:32:48.27,"2019-10-07","8H 32M 48.27S","Before","Aurora","16888","Flow Core",206,206,1424,2572,1782,1235,1280,1178,1537,1354,1236,1009,882,606,561,657,464,322,54,54,429,429,4558,2120,2343,1421,1458,1772,2088,1701,1951,1683,682,957,1358,740,1003,704,888,734,502,390,1182,676,-26.475,0,26.95,0.69,0.99,1.23,1572878,1192732.625,147711.8125,394509.90625,431516.78125,470851.5625,418060.46875,302212.8125,313919.1875,199066.515625,146681.3203125,122111.4609375,58392.693359375,30071.4482421875,18053.482421875,11427.3876953125,5104.9052734375,1869.53472900391,423045.5,369967.34375,681739.5,668437.96875,30163.8115234375,51988.70703125,188228.21875,230308.28125,229713.8515625,299448.375,109998.94140625,82508.72265625,67894.5,29682.126953125,18463.0576171875,14965.771484375,10568.5903320312,10258.6206054688,325507.25,643996.28125,466487.953125,246564.9375,230631.421875,139545.7265625,130546.6796875,74919.19140625
"30",2019-08-30 09:12:46.4,"2019-08-30","9H 12M 46.4S","Unknown","Aurora","16888","Flow Core",197,197,1387,2402,1763,1170,1246,1124,1492,1316,1204,1011,837,609,566,662,446,331,51,51,361,361,4015,1895,1996,1262,1314,1605,1941,1521,1793,1506,640,887,1208,696,936,664,844,697,477,377,1106,651,-26.725,0,27.15,0.69,1.01,1.23,1510490.5,1150195,155103.7578125,373322.09375,438432.953125,458952.1875,422778.671875,294721.71875,312798.40625,198029.5,145740.4375,125403.25,56676.55078125,30524.3671875,18427.271484375,11589.3999023438,4981.9150390625,1932.66705322266,420199.5,374167.859375,596233.5,599418.59375,30342.5615234375,49272.09375,179485.9609375,232379.703125,225931.765625,293325.6875,110103.16015625,79277.37109375,68426.46875,28476.4609375,18774.13671875,15263.2197265625,10173.6430664062,10499.4140625,316910.734375,634507.09375,451121.25,246687.8046875,227471.4921875,139690.5546875,127534.875,74803.08984375
"29",2019-08-29 13:58:37.53,"2019-08-29","13H 58M 37.53S","Unknown","Aurora","16888","Flow Core",198,198,1399,2419,1785,1192,1254,1126,1502,1320,1212,1016,845,611,569,666,452,332,51,51,370,370,4096,1922,2029,1278,1333,1626,1973,1538,1843,1530,649,902,1235,710,964,682,876,716,489,386,1135,667,-26.325,0,26.775,0.69,1.01,1.24,1509824.5,1147798.625,154855.4609375,374296.984375,451265,464162.203125,421718.703125,296391.96875,321845.734375,198641.8046875,145497.609375,125528.37890625,56535.49609375,30669.7646484375,18510.041015625,11646.3510742188,5009.67211914062,1935.80419921875,416861,375312.96875,599252,603393.625,30543.88671875,50725.46875,177732.921875,238039.34375,230812.75,291676.8125,114140.3359375,81907,70208.84375,29375.9326171875,18995.185546875,15400.1733398438,10281.5581054688,10583.1665039062,318328.78125,634193.96875,459217.390625,248310.765625,229798.0546875,140678.46875,128988.609375,74319.85546875
"28",2019-08-28 09:17:04.79,"2019-08-28","9H 17M 4.79S","Unknown","Aurora","16888","Flow Core",198,198,1385,2430,1762,1187,1245,1126,1501,1320,1212,1008,847,608,566,666,450,331,51,51,367,367,4039,1927,2026,1278,1342,1624,1983,1531,1822,1515,652,899,1239,713,967,678,867,715,488,386,1130,666,-26.425,0,26.775,0.69,1.01,1.24,1508804,1144969.375,155620.8359375,369466.1875,440667.640625,463966.75,424039.484375,295068.515625,321194.234375,197642.6015625,145130.3125,125898.32421875,57436.275390625,30718.611328125,18446.095703125,11587.0434570312,4974.15478515625,1920.21398925781,414109.5,370391.359375,598718,602030.03125,30288.9208984375,50736.158203125,177156.8046875,237248.203125,228015.0859375,290768.546875,113291.5546875,81701.63671875,67675.97265625,28350.2138671875,18975.4384765625,15287.1259765625,10225.072265625,10534.353515625,317751.34375,637704.5,463082.109375,248607.171875,229038.3515625,140780.609375,127960.17578125,74502.41796875
"27",2019-08-27 13:30:45.99,"2019-08-27","13H 30M 45.99S","Unknown","Aurora","16888","Flow Core",198,198,1395,2424,1784,1192,1244,1135,1487,1328,1214,1020,853,611,570,670,452,335,51,51,367,367,4052,1928,2027,1286,1338,1623,1987,1528,1837,1538,654,905,1240,714,963,678,869,712,489,387,1136,668,-26.325,0,26.725,0.69,1.01,1.24,1506363,1143799.5625,155356.21875,372646.859375,449840.375,463768.25,424480.140625,300415.703125,315852.765625,197312.421875,145117.8125,124899.39453125,57184.88671875,30572.751953125,18457.7470703125,11626.3286132812,4984.21044921875,1942.92028808594,415573,374826.828125,599559,603896.65625,30378.5185546875,50520.958984375,177664.3671875,236660.875,229699.046875,291780.578125,113133.88671875,82647.08984375,67558.99609375,29185.1767578125,19001.9423828125,15282.4360351562,10206.2358398438,10575.4028320312,317913.734375,636432.90625,461556.0625,248671.015625,229256.671875,139959.7578125,128464.109375,74645.9296875
