"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","SSC-H_Gain","SSC-A_Gain","V1-A_Gain","V2-A_Gain","V3-A_Gain","V4-A_Gain","V5-A_Gain","V6-A_Gain","V7-A_Gain","V8-A_Gain","V9-A_Gain","V10-A_Gain","V11-A_Gain","V12-A_Gain","V13-A_Gain","V14-A_Gain","V15-A_Gain","V16-A_Gain","FSC-H_Gain","FSC-A_Gain","SSC-B-H_Gain","SSC-B-A_Gain","B1-A_Gain","B2-A_Gain","B3-A_Gain","B4-A_Gain","B5-A_Gain","B6-A_Gain","B7-A_Gain","B8-A_Gain","B9-A_Gain","B10-A_Gain","B11-A_Gain","B12-A_Gain","B13-A_Gain","B14-A_Gain","R1-A_Gain","R2-A_Gain","R3-A_Gain","R4-A_Gain","R5-A_Gain","R6-A_Gain","R7-A_Gain","R8-A_Gain","Violet_LaserDelay","Blue_LaserDelay","Red_LaserDelay","Violet_AreaScalingFactor","Blue_AreaScalingFactor","Red_AreaScalingFactor","SSC-H","SSC-A","V1-A","V2-A","V3-A","V4-A","V5-A","V6-A","V7-A","V8-A","V9-A","V10-A","V11-A","V12-A","V13-A","V14-A","V15-A","V16-A","FSC-H","FSC-A","SSC-B-H","SSC-B-A","B1-A","B2-A","B3-A","B4-A","B5-A","B6-A","B7-A","B8-A","B9-A","B10-A","B11-A","B12-A","B13-A","B14-A","R1-A","R2-A","R3-A","R4-A","R5-A","R6-A","R7-A","R8-A"
"26 Before",2022-09-26 10:30:27.58,"2022-09-26","10H 30M 27.58S","Before","Aurora","R0026","Flow Core",266,266,396,405,492,305,420,355,474,807,682,505,415,396,407,666,673,469,600,600,142,142,667,381,401,400,340,244,453,396,535,390,304,426,488,510,215,270,331,333,313,313,677,289,-27.125,0,27.175,1.05,1.2,1.02,1871913.91285842,1875377.18379437,448534.492070102,1052357.24681786,1240004.19783999,1240284.22381407,1195412.29193411,869442.355718728,954431.912061953,800240.018277247,978197.375899508,1633472.82743615,711660.576753862,359007.597558308,275773.593990277,309963.832616737,299156.801714525,167579.660763643,2020166.22871864,2059411.63850007,1993223.53390084,2005578.54401212,130824.912261166,122791.658939413,228849.738479661,369816.564838465,559814.097699818,692435.784426367,459474.433102348,344938.951954772,294015.405322257,161246.941930761,125143.226727431,135701.332982066,112385.700509237,136658.277266887,336756.328195427,569046.290370981,468583.072188185,366917.062757043,396674.842865248,373247.584685291,388583.669127542,212181.871113725
"23 After",2022-09-23 10:50:53.62,"2022-09-23","10H 50M 53.62S","After","Aurora","R0026","Flow Core",266,266,396,405,492,305,420,355,474,807,682,505,415,396,407,666,673,469,600,600,142,142,667,381,401,400,340,244,453,396,535,390,304,426,488,510,215,270,331,333,313,313,677,289,-27.125,0,27.175,1.05,1.2,1.02,1955481.54462738,1952741.82801441,468303.996757264,1098551.6963681,1300442.57256173,1304499.12580827,1256079.20823679,911994.968028145,999661.873345098,814617.942812898,953752.340837378,1572490.37177611,736309.334173747,375994.003141784,288673.410732786,321065.493552314,307418.24087641,171747.122653879,2004005.66691941,2041705.89717702,1979309.72844454,1989605.40480283,131731.685290189,123618.27017699,230552.369329115,364722.369486547,530527.950895083,653120.649637336,459308.477522633,344717.731821663,297010.082433933,162732.454145167,124983.493277035,134740.109649202,111353.75720663,134889.447972672,392965.517715851,626901.199523027,519794.86588972,397851.756596445,414781.648960343,384640.622152597,400612.502930629,215325.826361612
"23 Before",2022-09-23 10:44:41.93,"2022-09-23","10H 44M 41.93S","Before","Aurora","R0026","Flow Core",277,277,418,429,519,323,440,373,500,850,711,521,438,418,427,700,699,490,608,608,143,143,683,393,413,411,345,250,474,409,551,406,314,440,495,520,236,288,351,350,327,326,729,297,-27.15,0,27.15,1.06,1.19,1.02,2038600.86579378,2063717.26595473,498538.985390956,1168834.77344616,1390874.44715837,1391939.30305326,1320884.18831176,966328.286513556,1053694.46046894,876394.984624622,1001605.1091597,1663332.45480639,789748.584694792,398039.370319318,310506.097398745,343389.681924283,324172.208939233,180838.91484061,2033682.0023527,2052906.07713126,1997221.45141162,1992892.38347668,132997.814282265,127256.5493625,235073.161099007,372526.778143289,534344.311285836,663139.980397041,478307.58634566,357702.940198458,306464.213498896,169018.05190749,128252.564028938,138366.178289004,112639.991107254,137111.210823544,431199.362581107,672752.052476447,556145.958050766,416499.133803802,435290.137014437,401811.583256027,441483.897522081,221467.226377147
"20 After",2022-09-20 10:29:09.57,"2022-09-20","10H 29M 9.57S","After","Aurora","R0026","Flow Core",277,277,418,429,519,323,440,373,500,850,711,521,438,418,427,700,699,490,608,608,143,143,683,393,413,411,345,250,474,409,551,406,314,440,495,520,236,288,351,350,327,326,729,297,-27.15,0,27.15,1.06,1.19,1.02,1984626.03543925,1996537.71654002,478248.946954149,1124964.35352976,1334685.96786675,1335134.97841067,1268631.82410848,929008.484858163,1015137.69935855,844909.994813644,967268.368684771,1608637.97830206,753970.726329107,378845.72660136,296336.085638092,327616.388914191,312782.036580364,174766.358118424,2017289.63156018,2056146.27717913,1983049.8794923,1995516.97776765,130731.474813863,124987.634070848,230133.577938757,363853.433084919,525288.928237515,652854.383607814,465312.082153924,347768.427799336,298426.157428966,164552.77444865,125556.707159303,135941.6052152,111005.207858986,135399.155736053,406221.803130595,637641.469829722,528147.602660965,399654.95502032,420083.39663174,389947.766277673,407099.905296036,218397.067550072
"20 Before",2022-09-20 10:13:52.87,"2022-09-20","10H 13M 52.87S","Before","Aurora","R0026","Flow Core",282,282,424,434,527,328,452,383,510,861,724,535,442,423,431,713,710,499,606,606,142,142,679,390,409,408,344,249,463,404,543,402,309,435,494,518,225,281,340,342,322,323,699,296,-27.075,0,27.075,1.05,1.2,1.02,2003155.83042279,1991861.18151752,473244.529088577,1111850.41785555,1321462.83994269,1331397.43913351,1271964.47668155,929156.006045698,1021615.18955727,826140.270274509,962750.452448431,1618755.12960282,734002.775016649,374060.259423812,291995.280136744,325883.214836435,311187.756972871,174995.865769525,1989854.06066176,2022686.34377693,1947787.60845588,1967900.25337654,131554.534163637,124205.37633449,231012.830428954,359926.173539712,526090.422328737,652423.513417597,450541.379254832,341973.376378193,291354.798492004,161728.199148833,123254.014961734,134307.760039396,110459.887153714,135459.39104908,376449.757143688,602356.605087344,502341.405017173,386264.961227287,407521.754511743,380919.696551287,387135.104362623,216568.270375735
"19 After",2022-09-19 09:46:52.18,"2022-09-19","9H 46M 52.18S","After","Aurora","R0026","Flow Core",282,282,424,434,527,328,452,383,510,861,724,535,442,423,431,713,710,499,606,606,142,142,679,390,409,408,344,249,463,404,543,402,309,435,494,518,225,281,340,342,322,323,699,296,-27.075,0,27.075,1.05,1.2,1.02,1960559.51709559,1967568.61702428,465533.405828151,1094756.11725596,1301658.54195305,1310471.73626029,1250184.19428129,913339.116943742,1003715.06709553,816483.583226249,947795.106332371,1596763.61889331,730682.923246529,373485.188351444,290510.937222615,323192.691186032,306725.900417697,171171.335261599,2007067.28704044,2031237.65562744,1963555.43327206,1977861.05363359,130398.476536391,123303.887013648,230315.267148722,359178.309008277,525140.359839059,653067.75431565,454309.438167129,344804.898259635,294026.443207829,162853.078976858,123910.002576241,134676.93505829,110279.580745881,134509.055746588,389701.567918521,617501.573580439,515986.945071452,392761.975732521,412151.488171799,382375.622915926,398227.73573415,214299.14454196
"19 Before",2022-09-19 09:42:17.8,"2022-09-19","9H 42M 17.8S","Before","Aurora","R0026","Flow Core",274,274,411,421,510,317,437,371,493,837,702,519,430,412,420,692,691,485,599,599,141,141,664,383,401,399,337,245,455,398,534,396,305,428,487,511,224,279,337,338,318,319,685,292,-27.15,0,27.125,1.05,1.21,1.02,1924698.80332359,1927609.73302065,464323.879339006,1090151.73821306,1291858.38259879,1295175.57827552,1242766.74228672,910591.767174529,981934.34630892,816029.73377766,948713.702341635,1555889.25298621,736702.816536275,371075.364555573,287939.357238821,319174.915953909,304206.185574979,170228.348060045,2012062.61979547,2069172.02428138,1981836.0619065,2013400.14842783,132556.038386483,125871.064626093,231805.598470955,366572.683060004,529416.994485056,660382.866279751,463008.917118765,351867.114792632,298840.704358488,166009.305318584,126721.478665607,137093.226050615,112148.545979868,137630.256384066,398647.507284788,631936.747954659,521442.408371533,397428.445428552,416916.000978028,386561.51159587,402174.229941281,216225.653473666
"16 After",2022-09-16 09:28:32.76,"2022-09-16","9H 28M 32.76S","After","Aurora","R0026","Flow Core",274,274,411,421,510,317,437,371,493,837,702,519,430,412,420,692,691,485,599,599,141,141,664,383,401,399,337,245,455,398,534,396,305,428,487,511,224,279,337,338,318,319,685,292,-27.125,0,27.05,1.05,1.21,1.02,1981861.59332632,1986984.06260215,478961.734926207,1122670.86622506,1335649.7630156,1340477.71959526,1284511.53210785,938962.562253678,1013726.1825996,839920.102071974,979537.058993241,1604760.74130797,757198.873462448,380887.723659166,295637.901562084,328469.247450768,312307.037505673,175173.770411399,2026700.20365825,2066412.18827385,1993425.92449743,2008592.67534345,134037.109890671,127162.716651956,234433.75204074,370290.109236102,534501.792850962,664574.067092373,465218.361491934,353253.162714191,300604.262117978,166921.531144263,127268.625192249,137796.21829099,112754.384073615,138285.925058908,398568.209809565,633340.917008654,522434.279650052,398783.260685403,418926.960031152,389307.583606474,404315.707602964,217818.210594769
"16 Before",2022-09-16 09:24:29.31,"2022-09-16","9H 24M 29.31S","Before","Aurora","R0026","Flow Core",279,279,424,433,522,330,452,379,505,866,705,512,446,421,433,712,706,496,602,602,142,142,666,387,407,402,332,240,460,407,545,401,307,431,490,513,246,296,360,358,327,326,705,297,-27.15,0,27.125,1.05,1.21,1.02,2018200.35136182,2027025.80970888,489727.61031607,1148898.41530042,1350068.16563898,1380371.23789576,1315522.80430838,946988.252027997,1039209.95204309,853906.06769848,976988.430523119,1575702.17472366,778146.421742144,391979.455511488,305159.894886604,337204.725613382,319290.723297068,178884.517455294,2036261.87738043,2057014.62685927,2006322.91103853,2020093.37471614,133610.406366597,126948.001519489,237055.661313243,369995.672784579,527676.870309268,651156.190647841,471958.19562953,362502.765546714,305767.579352551,169245.99046823,127999.646759241,138266.829127637,113222.637889937,139039.15843667,436846.192020648,671273.662462892,557993.511914186,422253.702465001,431218.319756698,399596.596663986,423740.47158762,221671.848410337
"15 After",2022-09-15 09:20:04.69,"2022-09-15","9H 20M 4.69S","After","Aurora","R0026","Flow Core",279,279,424,433,522,330,452,379,505,866,705,512,446,421,433,712,706,496,602,602,142,142,666,387,407,402,332,240,460,407,545,401,307,431,490,513,246,296,360,358,327,326,705,297,-27.15,0,27.125,1.05,1.21,1.02,1965798.49776012,1966485.47051201,474126.610125713,1114826.07224369,1307424.167498,1336431.73191957,1275647.88715796,920609.624689322,1009547.80648739,835014.569081658,966520.230319654,1565211.86208998,752679.591242332,376899.228508472,293781.874964008,326131.589102573,309866.213404424,173475.532027658,2018254.41885838,2048599.25165028,1996414.3591763,2018353.94832101,131991.73834128,125226.082995211,233969.496368427,366811.048340074,530863.650230107,656528.868657075,465044.290848493,357617.451000658,300359.553909803,166525.364122781,126529.275144655,136786.046205592,112132.024708965,137502.822592079,406974.816854285,638064.288628057,530140.05862642,402839.040200134,417522.449721094,388902.573154025,404076.008332039,217052.30926372
"15 Before",2022-09-15 09:14:08.73,"2022-09-15","9H 14M 8.73S","Before","Aurora","R0026","Flow Core",278,278,424,432,520,329,451,379,504,860,695,505,446,421,433,710,705,496,603,603,142,142,664,385,405,400,328,237,460,406,545,400,307,430,490,514,251,299,364,362,328,326,694,297,-27.125,0,27.075,1.05,1.21,1.02,1957098.65330322,1962339.11674366,474690.513390129,1111758.60083305,1306436.48329369,1333237.69603376,1271533.48840492,917899.066200695,1006395.26971523,851649.284631609,999942.328932196,1638231.93896279,759372.823382381,376652.520974737,293225.086234291,327614.866888392,311153.827180595,174512.042834806,2026363.17461886,2055151.58988014,2000823.41904291,2019819.96274884,132253.542961393,125557.292434197,234406.543406692,373083.561511264,549111.495981288,680736.635952283,469259.689052561,356009.948167979,300595.852463919,166683.625221663,127335.436239043,137682.362930834,112875.337057071,138737.791962387,385237.507192005,620902.877066593,514700.09538467,395195.231328728,413764.021921788,386557.608175849,399503.943022261,216341.963067764
"14 After",2022-09-14 09:37:06.74,"2022-09-14","9H 37M 6.74S","After","Aurora","R0026","Flow Core",278,278,424,432,520,329,451,379,504,860,695,505,446,421,433,710,705,496,603,603,142,142,664,385,405,400,328,237,460,406,545,400,307,430,490,514,251,299,364,362,328,326,694,297,-27.125,0,27.075,1.05,1.21,1.02,1974718.55541498,1977771.57248718,477200.059669421,1121248.46100747,1317708.01003639,1345345.01961038,1282756.65860849,925344.55962057,1014870.53804286,845909.403008339,967337.636921839,1569844.64006887,757638.142083313,379366.375432143,295569.700585151,329085.994522755,312579.276100222,174870.239334002,2025557.72275641,2055516.10873516,1998274.37466262,2017250.5126336,132902.22750571,126125.622071856,235561.018050098,370649.698715163,534170.331808417,659464.621127588,467556.911905111,355686.715080977,301772.987743384,167351.226158863,127267.892854825,137682.309859018,112677.395083606,138217.334007765,408385.704363317,641655.107420554,533524.282306542,407539.771041908,420548.853917754,390907.975679329,404593.916446692,217897.048476218
"14 Before",2022-09-14 09:33:07.6,"2022-09-14","9H 33M 7.6S","Before","Aurora","R0026","Flow Core",282,282,426,440,533,331,455,382,511,875,727,539,444,424,432,718,711,501,611,611,143,143,680,393,412,409,345,251,468,408,550,403,312,438,496,524,230,287,346,346,326,326,715,298,-27.125,0,27.05,1.05,1.2,1.02,1989291.70334878,2002954.49187081,476522.016917694,1132531.57333487,1352588.35543755,1355932.81567808,1295296.32144653,932067.787515783,1025432.07482429,874326.772195565,1064435.7934146,1773733.19956819,763109.816068729,379049.565999486,295457.822541569,333336.333034971,315852.389188827,177327.602090575,2056716.78596251,2066486.37859753,2017919.44429233,2019734.58015445,134105.970151846,128608.839383786,236530.116059903,381546.855693658,572634.653272142,717115.082932873,473433.043137105,359705.938083406,299099.268675038,165865.091103225,128699.469039252,139242.007075464,114119.385569831,140744.027464839,353362.821912066,595719.442448864,490977.12330376,376433.917815018,414739.29025778,389407.943531548,423781.87479549,218378.651316396
"13 After",2022-09-13 09:25:13.02,"2022-09-13","9H 25M 13.02S","After","Aurora","R0026","Flow Core",282,282,426,440,533,331,455,382,511,875,727,539,444,424,432,718,711,501,611,611,143,143,680,393,412,409,345,251,468,408,550,403,312,438,496,524,230,287,346,346,326,326,715,298,-27.125,0,27.05,1.05,1.2,1.02,1979346.91492949,1981152.93635171,470349.820462262,1120432.25011934,1332888.18512161,1338822.35956345,1280373.6694071,921789.824127691,1013537.54570041,840033.813377258,974963.483170645,1609954.81237772,747843.651823353,376762.901062086,293002.799288946,325924.837566791,309666.802802597,173078.768967921,2023639.31621704,2053108.52116195,1989028.49869712,2009101.44088153,132283.380164071,126742.886268192,233389.77821588,369305.027925672,532094.853043037,665982.862250892,464878.039005753,352608.711488042,296784.266007819,164596.357590622,126841.460024277,136896.917313663,112262.129018772,137977.554698515,398197.416218754,632443.497443785,525172.937405779,394740.981592329,420175.883405143,388609.099392226,404181.137745614,216511.064668234
"13 Before",2022-09-13 09:20:27.78,"2022-09-13","9H 20M 27.78S","Before","Aurora","R0026","Flow Core",286,286,431,445,539,335,461,387,518,885,736,546,447,428,435,725,718,506,610,610,143,143,682,394,412,410,346,251,468,407,549,402,312,437,496,523,226,283,342,342,323,323,700,296,-27.1,0,27.1,1.05,1.19,1.02,2013710.28432945,2020835.66961263,475073.533945049,1129204.44783438,1347817.86514196,1349031.51508477,1293344.35340795,930193.143961716,1024531.80814061,856474.4078182,972724.739901064,1630213.45789726,746859.583781802,381106.822305625,294314.637235251,328622.085128383,311973.550207666,175310.531516933,2023706.10255102,2052221.9540301,1991114.87077259,1993171.70012866,131421.724160069,125894.532221145,231736.527176889,366516.139883412,534076.09105854,661159.384928857,461409.594036048,350101.388619827,294639.597117086,163368.886268042,125894.591269059,135283.02101103,111514.775365847,136680.189260866,395197.105873837,626305.693991603,519333.170490631,395679.507129153,417397.400905873,386495.275247803,401046.580008041,216624.445119968
"12 After",2022-09-12 13:20:25.46,"2022-09-12","13H 20M 25.46S","After","Aurora","R0026","Flow Core",286,286,431,445,539,335,461,387,518,885,736,546,447,428,435,725,718,506,610,610,143,143,682,394,412,410,346,251,468,407,549,402,312,437,496,523,226,283,342,342,323,323,700,296,-27.1,0,27.1,1.05,1.19,1.02,1944615.11854396,1944755.23373898,453392.155845658,1077678.08831957,1286714.3732895,1286631.79528964,1234590.37281225,887196.39596788,978406.317389602,817171.873127346,926814.868012038,1548969.44265567,715053.61624313,364893.176612505,281800.719237826,313696.82220901,297043.509869324,166393.472477275,1958806.5706044,1997136.98983999,1919995.80267857,1933069.48578716,125657.548193311,120398.108819055,221545.494949616,349499.280856112,508771.393563118,630380.484047438,441477.097177664,336302.839044533,282903.54473126,156935.030272205,120907.627770908,129635.739735232,106860.940608756,130459.347283912,385148.356789729,610419.696495871,505995.949102319,384122.66991281,403000.153191753,371808.530861214,382945.728512231,207743.057732605
"12 Before",2022-09-12 13:02:45.21,"2022-09-12","13H 2M 45.21S","Before","Aurora","R0026","Flow Core",290,290,438,446,540,340,466,395,528,882,716,524,457,431,443,727,723,508,592,592,139,139,664,382,397,394,326,234,455,395,531,394,302,422,482,505,241,287,347,346,316,315,641,288,-27.175,0,27,1.04,1.21,1.03,1950258.83317516,1938022.92337097,459946.299895889,1080274.71062161,1271864.47066553,1286400.45195129,1217853.77364932,898691.1077608,980271.364510366,790318.803307857,899671.625808485,1466664.54256426,728697.448579173,366986.257010279,285191.457164873,311194.628970048,297030.431803995,166383.948653187,1913588.62106833,1975306.21908152,1880180.4369577,1920015.42920883,126006.990349613,118440.266342084,218189.689785946,340262.868709948,487507.952473655,604399.267196499,439750.51275282,330779.524967654,284645.185402757,156070.861824264,119789.411315739,128660.620503773,105663.106966765,129664.841796596,414500.345043329,624874.441997907,518557.122461277,389435.528593877,400359.012932192,367846.991982385,360250.977445199,205019.48551407
"09 After",2022-09-09 09:26:54.83,"2022-09-09","9H 26M 54.83S","After","Aurora","R0026","Flow Core",290,290,438,446,540,340,466,395,528,882,716,524,457,431,443,727,723,508,592,592,139,139,664,382,397,394,326,234,455,395,531,394,302,422,482,505,241,287,347,346,316,315,641,288,-27.175,0,27,1.04,1.21,1.03,1991097.14814815,1992574.28954263,480940.085305724,1128287.6980265,1328505.2260578,1341819.99206539,1271487.16103514,938212.5829158,1023144.53457867,831203.900693841,969353.508326826,1589021.59881573,760899.011535448,381052.503292961,296705.133960196,326999.917940572,312232.190026156,175124.561745105,2022483.55473856,2055935.96572324,1987405.29357298,1999603.33099976,132864.094654649,124800.587437235,230663.523310112,364517.424930669,530561.15686325,658439.740783678,465154.946521242,350131.766071126,299997.240906268,164249.057258731,126715.579569418,136543.983693011,111974.456767362,137676.324328395,408626.840969262,637897.424183963,525442.971208963,400281.612422114,421771.713334537,391751.697286981,406025.147798314,218000.638699442
"09 Before",2022-09-09 09:22:10.9,"2022-09-09","9H 22M 10.9S","Before","Aurora","R0026","Flow Core",284,284,428,443,528,333,459,385,513,876,713,525,450,424,436,716,712,501,600,600,141,141,678,388,405,402,332,239,464,406,543,398,307,431,488,512,242,292,354,354,323,320,678,294,-27.15,0,27.05,1.05,1.2,1.02,1931261.09703947,1957072.41200711,471764.822629896,1118486.91750369,1294662.51558036,1316381.63934892,1258321.39943297,919772.272066349,997160.021045649,844225.549392843,1003214.80205509,1650374.20086421,757582.469257477,372461.983580213,293843.230235521,327387.486424044,310392.68741271,173446.646617401,2066106.42828947,2077356.87065455,2028442.89815789,2016500.40342735,134171.139489721,127043.371014044,235124.085932193,374982.308891283,552914.051024608,684622.634969674,472086.254651565,360121.518033315,304316.59267327,166296.719558096,128896.952362781,139584.990548757,113924.177499287,139193.016052934,388754.885937744,633353.680863837,523023.253212588,400082.763834764,424485.374304575,394283.101556226,431395.480018556,219928.440306858
"08 After",2022-09-08 09:53:54.72,"2022-09-08","9H 53M 54.72S","After","Aurora","R0026","Flow Core",284,284,428,443,528,333,459,385,513,876,713,525,450,424,436,716,712,501,600,600,141,141,678,388,405,402,332,239,464,406,543,398,307,431,488,512,242,292,354,354,323,320,678,294,-27.15,0,27.05,1.05,1.2,1.02,1982290.61634615,1988801.40411068,477539.496376095,1135285.61009373,1318020.1735199,1341516.74640796,1282564.53036241,935911.218882136,1013560.99555799,847680.537873604,982198.834837045,1607954.35782239,760747.835935599,376683.581015322,296557.32053651,328750.644938339,312327.619980754,175267.157782727,2022133.4053953,2057769.50594159,1989025.84385684,1998379.50218407,133845.961588376,126742.82638698,233960.99668498,368102.650684742,532021.194169526,658334.788962126,465084.287569075,352853.409286295,300242.649635375,164311.89229451,126969.160613647,137334.536211371,112502.049495745,137308.171838096,403562.841643962,638487.848895665,530243.735342635,403188.475873249,420928.089850924,389010.353265417,405182.809038943,218248.859066149
"08 Before",2022-09-08 09:48:15.06,"2022-09-08","9H 48M 15.06S","Before","Aurora","R0026","Flow Core",283,283,430,440,533,332,455,386,510,867,695,517,437,419,430,726,728,531,612,612,144,144,691,395,410,409,341,246,473,407,546,406,316,449,510,549,241,283,345,353,330,335,783,317,-27.1,0,27.125,1.06,1.19,1.02,1962443.67619983,1998871.65078151,479176.139198959,1123029.4897896,1337549.80606134,1341665.1994911,1281939.27386051,936083.545776942,1013207.80338678,840880.082474961,978283.404166648,1647105.56781212,744845.017636167,377468.688529321,292451.661964536,334225.032075844,321959.495637688,186257.618863789,2068632.85234795,2085231.94394564,2036719.12944766,2029923.76937836,134740.171431155,126893.563556841,234536.889765951,377651.729791193,554518.701593804,690967.043949747,470315.808284631,356093.135801041,297267.724196977,167503.070003664,129770.777741574,141976.264180484,117054.385755346,147355.774002005,383735.511793093,601360.089338076,502677.580449864,394756.878676371,427964.736301114,406846.859266478,475640.257268653,235680.943180361
"07 After",2022-09-07 12:24:13.75,"2022-09-07","12H 24M 13.75S","After","Aurora","R0026","Flow Core",283,283,430,440,533,332,455,386,510,867,695,517,437,419,430,726,728,531,612,612,144,144,691,395,410,409,341,246,473,407,546,406,316,449,510,549,241,283,345,353,330,335,783,317,-27.1,0,27.125,1.06,1.19,1.02,2002742.65324268,2014808.08510883,480324.819659431,1128189.31706196,1344089.29235434,1350254.27341667,1292185.72728887,943351.357599197,1023427.69662607,836664.080489588,951314.150539725,1589934.88324637,746275.514000218,381101.469548692,294856.01233259,331494.057348088,319935.833894178,182010.798094506,2027874.97855649,2067808.43995133,1996620.08054393,2010805.28832575,133288.920035154,125117.581120712,231133.04208823,367716.232392571,529276.929094088,658378.965733141,459345.981397293,350737.824787585,294603.968631623,165730.765950196,127453.298891142,138499.444278931,114152.572368061,141888.153755424,403506.40409837,622588.651811201,520873.45593178,403187.429935833,425152.274109846,397814.466265443,422184.756280521,228468.712722315
"07 Before",2022-09-07 12:17:40.8,"2022-09-07","12H 17M 40.8S","Before","Aurora","R0026","Flow Core",289,289,435,445,538,336,459,390,520,890,730,532,453,429,437,723,716,506,587,587,138,138,655,380,399,394,330,239,450,395,533,390,300,420,483,501,226,276,337,338,311,311,638,286,-27.25,0,27,1.04,1.21,1.03,2022814.95783219,1989683.33912225,475748.144733599,1119226.34222587,1336297.95868885,1336945.81467032,1265571.49310321,934373.645991601,1016758.12574382,868861.560804453,1027404.58220662,1686323.60045162,759786.887508042,379842.237324553,293376.705228319,325077.083796479,308072.705441736,169198.350661352,1949824.46270046,2020075.12241289,1912279.69279782,1958023.4410495,128608.074430068,122694.677388977,226437.359589119,360402.647391533,539689.242136463,674601.375973206,451325.705874841,346082.666886191,295541.68666333,161840.402853253,123462.035149,132920.024505783,108915.789726276,130304.912285514,363405.108047889,599067.323803404,498526.007837684,381241.64378142,398333.18922607,368532.169809023,350598.931165283,204642.197541536
"01 After",2022-09-01 11:32:14.46,"2022-09-01","11H 32M 14.46S","After","Aurora","R0026","Flow Core",289,289,435,445,538,336,459,390,520,890,730,532,453,429,437,723,716,506,587,587,138,138,655,380,399,394,330,239,450,395,533,390,300,420,483,501,226,276,337,338,311,311,638,286,-27.25,0,27,1.04,1.21,1.03,1981090.14234581,1983124.42264853,480251.072087859,1126489.93091286,1342711.39197598,1343473.61389465,1270020.06529277,937767.35843534,1019003.82706605,857316.000626165,981868.247152729,1600653.96687532,757781.717522093,381227.086208129,296442.430510058,330840.328918304,312497.398249254,175577.132945678,2022795.00715859,2053815.95440916,1985009.37463289,1996674.48004583,132213.816235824,126560.792976873,232792.338034749,365536.315005385,533309.079915328,665630.433438836,463854.428391772,353126.529776559,303562.761543524,166546.488335072,127141.438235889,137722.799924231,112872.000843014,137133.097812676,403565.433739719,636163.961446847,529563.906080961,405553.381804805,421896.388664603,391861.494038658,410634.880777161,218602.724357419
"01 Before",2022-09-01 11:28:34.23,"2022-09-01","11H 28M 34.23S","Before","Aurora","R0026","Flow Core",278,278,421,429,517,325,441,379,504,863,711,528,435,418,427,705,701,494,607,607,143,143,699,396,414,421,354,254,473,417,556,406,315,443,498,527,230,287,346,348,325,326,747,295,-27.15,0,27.2,1.06,1.19,1.01,1890218.17434211,1941055.01234833,468843.118316073,1094535.93002448,1296690.06328309,1312633.13153318,1248239.61785268,914002.481780942,1001423.26396153,829231.558587324,956022.442133794,1615045.52638224,744072.706281343,374046.973378193,293243.72403664,329049.790665759,309849.558929807,175345.085891355,2105602.68585526,2111781.10387541,2057005.47450658,2033182.35662325,135743.854634546,127871.864378945,236187.940318086,386370.01766475,558727.083402941,691370.517016338,474189.77382717,369882.688915699,307277.884281425,169781.174172436,130230.908375853,141364.083239367,115225.015256192,142909.632915274,397347.996219132,642957.348343985,530558.6320597,406612.805396813,431229.134557962,402513.20970698,476652.502756683,222131.705086903
"31 After",2022-08-31 14:10:01.72,"2022-08-31","14H 10M 1.72S","After","Aurora","R0026","Flow Core",278,278,421,429,517,325,441,379,504,863,711,528,435,418,427,705,701,494,607,607,143,143,699,396,414,421,354,254,473,417,556,406,315,443,498,527,230,287,346,348,325,326,747,295,-27.15,0,27.2,1.06,1.19,1.01,1995715.70462555,2009118.47063992,478057.829487134,1122481.27027661,1335094.95271005,1350169.07601594,1283097.21106835,938238.672943598,1027494.86695923,843818.445835554,967107.184177035,1633341.27561002,756276.858678175,379460.333452579,296875.170530454,330904.805879317,313170.250306752,175190.721022239,2038051.65088106,2069690.78291919,2006235.45385463,2012724.7286105,132191.244681554,124612.765142417,230278.915442021,373856.481138715,538655.576468557,666950.414168828,460446.028974364,358230.587226777,299081.495943855,165233.471772514,126510.846312906,137024.362961391,111935.300230902,137567.208713992,396765.627755841,632953.010985536,523904.966658323,400569.747401058,420272.851543914,390710.915863199,407565.319511689,217348.318434897
"31 Before",2022-08-31 14:04:07.29,"2022-08-31","14H 4M 7.29S","Before","Aurora","R0026","Flow Core",285,285,430,441,532,334,454,387,515,869,708,522,446,426,438,719,713,502,603,603,142,142,692,393,411,411,340,245,470,412,553,404,312,438,494,520,247,298,364,359,328,326,707,296,-27.1,0,27.15,1.05,1.2,1.02,2043126.84587696,2036836.07605234,487323.419490464,1158499.99872457,1362593.7378133,1367671.72876359,1307026.35912037,954374.572305672,1034693.21641833,854845.737132527,953581.488771773,1581942.23483462,758634.232762818,386817.921836819,302164.93414943,330210.342508364,317743.335999767,177287.53865022,2013864.75883508,2048429.21680582,1985279.54286649,2011152.44782471,134401.393179262,126588.15725872,233317.29246666,367882.852983547,523603.881088047,644261.569635442,464190.568291733,355812.505376007,301578.805515507,164063.1198585,126458.89596726,136511.383510707,111744.850216851,136968.086861487,429759.796313508,666122.867075367,555618.657738435,414397.087648069,425601.18406097,392322.131060634,389949.625179021,220189.441057718
